,activityID,sourceLocation,latitude,longitude,halfAngle,speed,type,note
293,2012-01-21T17:54:00-CME-001,,21.0,50.0,25.0,450.0,S,
294,2012-01-22T08:54:00-CME-001,,-20.0,65.0,28.0,438.0,S,
295,2012-01-22T10:48:00-CME-001,,38.0,139.0,29.0,694.0,C,
296,2012-01-23T04:00:00-CME-001,N26W41,41.0,26.0,62.0,2211.0,R,
297,2012-01-25T02:30:00-CME-001,,14.0,98.0,28.0,433.0,S,
298,2012-01-26T05:30:00-CME-001,,60.0,72.0,30.0,1082.0,O,
299,2012-01-26T15:54:00-CME-001,,51.0,-35.0,40.0,522.0,C,
300,2012-01-26T19:09:00-CME-001,,20.0,-133.0,30.0,572.0,C,
301,2012-01-27T06:09:00-CME-001,,-35.0,110.0,40.0,400.0,S,
302,2012-01-27T16:39:00-CME-001,,40.0,75.0,55.0,2200.0,R,
303,2012-01-31T17:36:00-CME-001,,-10.0,51.0,34.0,390.0,S,
304,2012-02-03T07:24:00-CME-001,,-30.0,-172.0,25.0,580.0,C,
305,2012-02-04T19:18:00-CME-001,,-30.0,-123.0,30.0,780.0,C,
306,2012-02-09T06:00:00-CME-001,,47.0,79.0,30.0,247.0,S,
307,2012-02-09T21:17:00-CME-001,,23.0,71.0,30.0,546.0,C,
308,2012-02-10T12:25:00-CME-001,,4.0,-19.0,36.0,301.0,S,
309,2012-02-10T14:24:00-CME-001,,38.0,53.0,18.0,238.0,S,
310,2012-02-10T20:12:00-CME-001,,22.0,-27.0,40.0,588.0,C,
311,2012-02-13T11:00:00-CME-001,,50.0,-60.0,35.0,350.0,S,
312,2012-02-16T06:54:00-CME-001,,25.0,155.0,46.0,520.0,C,
313,2012-02-23T08:24:00-CME-001,,24.0,68.0,41.0,550.0,C,
314,2012-02-24T03:46:00-CME-001,S12W32,32.0,-12.0,55.0,815.0,C,
315,2012-02-24T20:09:00-CME-001,,-40.0,-39.0,48.0,350.0,S,
316,2012-02-25T13:25:00-CME-001,,21.0,50.0,15.0,350.0,S,
317,2012-02-25T14:15:00-CME-001,,38.0,-108.0,22.0,600.0,C,
318,2012-02-27T18:48:00-CME-001,,20.0,119.0,33.0,600.0,C,
319,2012-02-29T09:24:00-CME-001,,11.0,140.0,41.0,558.0,C,
320,2012-02-29T22:36:00-CME-001,,42.0,-23.0,40.0,268.0,S,
321,2012-03-02T18:54:00-CME-001,,34.0,-91.0,69.0,690.0,C,
322,2012-03-03T20:24:00-CME-001,,18.0,-62.0,60.0,700.0,C,
323,2012-03-04T05:24:00-CME-001,,40.0,-100.0,67.0,508.0,C,
324,2012-03-04T11:24:00-CME-001,S48W25,25.0,-48.0,60.0,1540.0,O,"The 2012-03-04T11:24Z CME (see alert 20120304-AL-001, daily log for 2012-03-04) at ACE at 2012-03-06T06:40Z. It was predicted to arrive 2012-03-06T04:29Z (2.2 hour error)."
325,2012-03-05T03:12:00-CME-001,,48.0,-49.0,23.0,469.0,S,
326,2012-03-05T04:00:00-CME-001,S70W22,22.0,-70.0,51.0,1363.0,O,
327,2012-03-06T04:01:00-CME-001,,20.0,-10.0,35.0,605.0,C,
328,2012-03-06T07:52:00-CME-001,,28.0,-20.0,20.0,545.0,C,
329,2012-03-07T00:36:00-CME-001,,30.0,-60.0,50.0,2200.0,R,
330,2012-03-07T01:25:00-CME-001,,4.0,-23.0,65.0,1800.0,O,
331,2012-03-08T00:54:00-CME-001,,30.0,-111.0,30.0,300.0,S,
332,2012-03-08T17:25:00-CME-001,,8.0,-122.0,32.0,395.0,S,
333,2012-03-08T20:54:00-CME-001,,-10.0,20.0,15.0,300.0,S,
334,2012-03-09T04:25:00-CME-001,S0W20,8.0,25.0,60.0,1125.0,O,
335,2012-03-09T08:55:00-CME-001,,-20.0,143.0,28.0,590.0,C,
336,2012-03-09T22:06:00-CME-001,,10.0,-100.0,26.0,560.0,C,
337,2012-03-10T16:24:00-CME-001,,10.0,46.0,22.0,630.0,C,
338,2012-03-10T18:09:00-CME-001,,22.0,5.0,55.0,1400.0,O,
339,2012-03-12T02:42:00-CME-001,,35.0,-70.0,40.0,640.0,C,
340,2012-03-13T17:52:00-CME-001,N42W25,25.0,43.0,60.0,2250.0,R,
341,2012-03-14T03:54:00-CME-001,,44.0,-50.0,30.0,500.0,C,
342,2012-03-14T16:24:00-CME-001,,17.0,-28.0,27.0,570.0,C,
343,2012-03-15T02:00:00-CME-001,,52.0,103.0,20.0,300.0,S,
344,2012-03-15T08:39:00-CME-001,,14.0,-17.0,28.0,500.0,C,
345,2012-03-16T00:42:00-CME-001,,21.0,132.0,28.0,730.0,C,
346,2012-03-16T01:30:00-CME-001,,11.0,94.0,28.0,648.0,C,
347,2012-03-16T20:36:00-CME-001,,39.0,72.0,27.0,926.0,C,
348,2012-03-18T00:39:00-CME-001,N105W25,25.0,105.0,60.0,1450.0,O,
349,2012-03-21T07:39:00-CME-001,N175W10,10.0,175.0,60.0,1550.0,O,
350,2012-03-23T19:48:00-CME-001,,48.0,59.0,23.0,650.0,C,
351,2012-03-24T00:39:00-CME-001,S161W11,11.0,-161.0,60.0,1600.0,O,
352,2012-03-24T10:39:00-CME-001,,-20.0,-80.0,30.0,560.0,C,
353,2012-03-25T01:09:00-CME-001,,46.0,-25.0,20.0,750.0,C,
354,2012-03-25T04:54:00-CME-001,,23.0,-118.0,40.0,696.0,C,
355,2012-03-25T05:09:00-CME-001,,-25.0,-170.0,33.0,455.0,S,
356,2012-03-26T23:12:00-CME-001,,15.0,-105.0,50.0,1450.0,O,
357,2012-03-27T22:12:00-CME-001,,-22.0,108.0,26.0,750.0,C,
358,2012-03-28T01:25:00-CME-001,,66.0,-114.0,16.0,620.0,C,
359,2012-03-28T01:48:00-CME-001,,40.0,-114.0,32.0,1035.0,O,
360,2012-03-30T00:00:00-CME-001,,56.0,-10.0,28.0,400.0,S,
361,2012-03-30T14:46:00-CME-001,,36.0,-61.0,37.0,708.0,C,
362,2012-04-02T02:36:00-CME-001,,31.0,-21.0,43.0,485.0,S,
363,2012-04-03T02:30:00-CME-001,,20.0,-31.0,18.0,333.0,S,
364,2012-04-05T17:12:00-CME-001,,62.0,97.0,29.0,322.0,S,
365,2012-04-05T19:48:00-CME-001,,33.0,99.0,36.0,608.0,C,
366,2012-04-05T21:36:00-CME-001,,31.0,-32.0,36.0,686.0,C,
367,2012-04-07T16:54:00-CME-001,,-22.0,155.0,30.0,733.0,C,
368,2012-04-07T19:39:00-CME-001,,-7.0,45.0,25.0,680.0,C,
369,2012-04-07T21:54:00-CME-001,,-45.0,-163.0,43.0,907.0,C,
370,2012-04-08T02:30:00-CME-001,S28W93,-28.0,93.0,45.0,760.0,C,
371,2012-04-09T12:39:00-CME-001,,18.0,65.0,48.0,982.0,C,
372,2012-04-11T22:54:00-CME-001,,-25.0,-65.0,26.0,638.0,C,
373,2012-04-13T01:54:00-CME-001,,0.0,-90.0,20.0,700.0,C,
374,2012-04-14T19:00:00-CME-001,,-13.0,130.0,33.0,470.0,S,
375,2012-04-15T02:06:00-CME-001,,15.0,-110.0,35.0,1000.0,O,
376,2012-04-15T10:00:00-CME-001,,14.0,-5.0,30.0,320.0,S,
377,2012-04-16T13:36:00-CME-001,,-35.0,80.0,15.0,430.0,S,
378,2012-04-16T18:10:00-CME-001,,10.0,-70.0,55.0,1250.0,O,
379,2012-04-17T08:12:00-CME-001,,-15.0,-103.0,20.0,580.0,C,
380,2012-04-17T14:24:00-CME-001,,12.0,34.0,22.0,510.0,C,
381,2012-04-17T18:09:00-CME-001,,5.0,158.0,22.0,385.0,S,
382,2012-04-18T02:48:00-CME-001,,12.0,-147.0,24.0,580.0,C,
383,2012-04-18T09:09:00-CME-001,,13.0,-157.0,27.0,700.0,C,
384,2012-04-18T13:09:00-CME-001,,-13.0,20.0,18.0,460.0,S,
385,2012-04-18T14:54:00-CME-001,,10.0,-158.0,22.0,890.0,C,
386,2012-04-18T18:24:00-CME-001,,-22.0,25.0,30.0,500.0,C,
387,2012-04-19T06:54:00-CME-001,,-20.0,21.0,20.0,360.0,S,
388,2012-04-19T06:54:00-CME-002,,-18.0,5.0,20.0,450.0,S,
389,2012-04-19T15:39:00-CME-001,,-28.0,-18.0,25.0,650.0,C,
390,2012-04-19T16:54:00-CME-001,,-34.0,-60.0,32.0,535.0,C,
391,2012-04-19T23:36:00-CME-001,,-18.0,-35.0,18.0,400.0,S,
392,2012-04-20T02:00:00-CME-001,,31.0,50.0,17.0,441.0,S,
393,2012-04-20T03:24:00-CME-001,,13.0,175.0,38.0,600.0,C,
394,2012-04-22T15:12:00-CME-001,,-46.0,88.0,39.0,646.0,C,
395,2012-04-23T18:09:00-CME-001,,-16.0,-13.0,23.0,590.0,C,
396,2012-04-24T08:12:00-CME-001,,10.0,-60.0,30.0,500.0,C,
397,2012-04-26T07:24:00-CME-001,,-34.0,89.0,31.0,500.0,C,
398,2012-04-27T16:54:00-CME-001,,7.0,165.0,25.0,700.0,C,
399,2012-04-27T17:24:00-CME-001,,-39.0,120.0,33.0,600.0,C,
400,2012-04-27T20:39:00-CME-001,,19.0,-57.0,25.0,300.0,S,
401,2012-04-28T22:54:00-CME-001,,-9.0,-37.0,23.0,475.0,S,
402,2012-04-28T23:54:00-CME-001,,-33.0,-148.0,16.0,610.0,C,
403,2012-04-29T10:24:00-CME-001,,30.0,-30.0,33.0,550.0,C,
404,2012-04-30T07:48:00-CME-001,,-34.0,85.0,40.0,960.0,C,
405,2012-05-02T13:36:00-CME-001,,17.0,28.0,35.0,385.0,S,
406,2012-05-03T15:25:00-CME-001,,9.0,-84.0,35.0,650.0,C,
407,2012-05-05T03:09:00-CME-001,,-3.0,-78.0,35.0,650.0,C,
408,2012-05-05T03:09:00-CME-002,,-1.0,-167.0,30.0,300.0,S,
409,2012-05-05T06:10:00-CME-001,,-7.0,-160.0,35.0,600.0,C,
410,2012-05-07T03:09:00-CME-001,,-20.0,45.0,55.0,700.0,C,
411,2012-05-07T23:54:00-CME-001,,-7.0,-15.0,58.0,738.0,C,
412,2012-05-08T10:39:00-CME-001,,18.0,-7.0,37.0,622.0,C,
413,2012-05-08T17:39:00-CME-001,,25.0,75.0,31.0,439.0,S,
414,2012-05-10T03:39:00-CME-001,,-10.0,-133.0,14.0,831.0,C,
415,2012-05-11T23:54:00-CME-001,,-12.0,-42.0,45.0,1040.0,O,
416,2012-05-12T01:54:00-CME-001,,10.0,-70.0,19.0,550.0,C,
417,2012-05-13T09:24:00-CME-001,,-27.0,-110.0,16.0,520.0,C,
418,2012-05-13T18:09:00-CME-001,,56.0,-80.0,31.0,500.0,C,
419,2012-05-14T17:24:00-CME-001,,-21.0,-95.0,29.0,483.0,S,
420,2012-05-15T14:17:00-CME-001,,-23.0,-84.0,28.0,480.0,S,
421,2012-05-15T18:12:00-CME-001,,28.0,78.0,25.0,511.0,C,
422,2012-05-16T02:39:00-CME-001,,-39.0,15.0,24.0,410.0,S,
423,2012-05-17T01:48:00-CME-001,,-10.0,75.0,45.0,1500.0,O,
424,2012-05-17T03:36:00-CME-001,,-15.0,60.0,22.0,700.0,C,
425,2012-05-17T14:54:00-CME-001,,-8.0,160.0,40.0,762.0,C,
426,2012-05-18T06:09:00-CME-001,,20.0,5.0,30.0,587.0,C,
427,2012-05-19T01:30:00-CME-001,,52.0,98.0,35.0,300.0,S,
428,2012-05-19T21:12:00-CME-001,,-48.0,97.0,35.0,412.0,S,
429,2012-05-21T01:25:00-CME-001,,7.0,98.0,26.0,620.0,C,
430,2012-05-21T06:00:00-CME-001,,25.0,-110.0,25.0,318.0,S,
431,2012-05-21T09:24:00-CME-001,,-45.0,116.0,45.0,774.0,C,
432,2012-05-25T00:00:00-CME-001,,25.0,53.0,18.0,580.0,C,
433,2012-05-25T07:48:00-CME-001,,5.0,-40.0,23.0,177.0,S,
434,2012-05-26T05:09:00-CME-001,,-37.0,52.0,30.0,430.0,S,
435,2012-05-26T22:54:00-CME-001,,5.0,110.0,70.0,1100.0,O,
436,2012-05-27T06:24:00-CME-001,,10.0,-50.0,38.0,960.0,C,
437,2012-05-31T01:24:00-CME-001,,-35.0,-175.0,25.0,645.0,C,
438,2012-06-01T19:36:00-CME-001,,10.0,-55.0,20.0,340.0,S,
439,2012-06-02T00:24:00-CME-001,,5.0,95.0,25.0,495.0,S,
440,2012-06-03T13:54:00-CME-001,,-38.0,-43.0,35.0,450.0,S,
441,2012-06-06T20:39:00-CME-001,,-29.0,-7.0,30.0,530.0,C,
442,2012-06-10T16:00:00-CME-001,,-21.0,-140.0,30.0,730.0,C,
443,2012-06-11T11:48:00-CME-001,,-41.0,113.1,25.0,766.0,C,
444,2012-06-12T05:24:00-CME-001,,-30.0,139.0,40.0,1044.0,O,
445,2012-06-12T15:48:00-CME-001,,-15.0,-30.0,29.0,486.0,S,
446,2012-06-13T13:24:00-CME-001,,-13.0,-12.0,11.0,703.0,C,
447,2012-06-13T14:00:00-CME-001,,-25.0,-20.0,41.0,604.0,C,
448,2012-06-14T14:09:00-CME-001,,-20.0,-9.0,50.0,1364.0,O,
449,2012-06-15T14:36:00-CME-001,,2.0,-135.0,40.0,735.0,C,
450,2012-06-17T07:48:00-CME-001,,-27.0,72.0,15.0,530.0,C,
451,2012-06-17T10:12:00-CME-001,,-40.0,-162.0,20.0,576.0,C,
452,2012-06-19T14:39:00-CME-001,,35.0,-84.0,40.0,400.0,S,
453,2012-06-21T08:12:00-CME-001,,5.0,-50.0,34.0,450.0,S,
454,2012-06-21T11:12:00-CME-001,,-39.0,-97.0,23.0,750.0,C,
455,2012-06-23T07:24:00-CME-001,,28.0,105.0,62.0,588.0,C,
456,2012-06-24T00:48:00-CME-001,,-23.0,126.0,38.0,427.0,S,
457,2012-06-25T19:25:00-CME-001,,23.0,-114.0,65.0,410.0,S,
458,2012-06-26T00:00:00-CME-001,,40.0,-116.0,11.0,600.0,C,
459,2012-06-26T02:00:00-CME-001,,-34.0,85.0,27.0,300.0,S,
460,2012-06-26T02:24:00-CME-001,,-19.0,-144.0,25.0,670.0,C,
461,2012-06-26T13:25:00-CME-001,,45.0,-92.0,12.0,800.0,C,
462,2012-06-26T19:45:00-CME-001,,-27.0,-105.0,55.0,380.0,S,
463,2012-06-26T20:24:00-CME-001,,-32.0,-68.0,17.0,450.0,S,
464,2012-06-27T09:06:00-CME-001,,24.0,-89.0,16.0,552.0,C,
465,2012-06-27T12:54:00-CME-001,,46.0,88.0,32.0,485.0,S,
466,2012-06-28T06:48:00-CME-001,,-26.0,-179.0,62.0,876.0,C,
467,2012-06-28T20:55:00-CME-001,,16.0,-55.0,20.0,798.0,C,
468,2012-06-28T23:24:00-CME-001,,-27.0,-41.0,35.0,483.0,S,
469,2012-06-29T01:36:00-CME-001,,-10.0,-41.0,31.0,674.0,C,
470,2012-06-29T03:24:00-CME-001,,-6.0,129.0,22.0,476.0,S,
471,2012-06-29T09:39:00-CME-001,,28.0,-26.0,23.0,1344.0,O,
472,2012-07-02T06:36:00-CME-001,,-4.0,65.0,24.0,820.0,C,
473,2012-07-02T08:36:00-CME-001,,-10.0,-130.0,35.0,1100.0,O,
474,2012-07-02T11:36:00-CME-001,,-37.0,0.0,21.0,460.0,S,
475,2012-07-02T19:48:00-CME-001,,-35.0,8.0,29.0,715.0,C,
476,2012-07-03T01:24:00-CME-001,,-48.0,20.0,28.0,550.0,C,
477,2012-07-03T08:36:00-CME-001,,-45.0,24.0,19.0,520.0,C,
478,2012-07-03T22:24:00-CME-001,,-14.0,10.0,27.0,605.0,C,
479,2012-07-04T06:24:00-CME-001,,-50.0,22.0,27.0,400.0,S,
480,2012-07-04T09:24:00-CME-001,,-54.0,30.0,23.0,441.0,S,
481,2012-07-04T12:54:00-CME-001,,-53.0,30.0,15.0,316.0,S,
482,2012-07-04T17:24:00-CME-001,,-7.0,25.0,31.0,535.0,C,
483,2012-07-04T20:39:00-CME-001,,-58.0,35.0,30.0,435.0,S,
484,2012-07-05T13:39:00-CME-001,,-56.0,42.0,22.0,640.0,C,
485,2012-07-05T23:39:00-CME-001,,-42.0,55.0,28.0,1000.0,O,
486,2012-07-06T07:12:00-CME-001,,-6.0,150.0,30.0,352.0,S,
487,2012-07-06T23:12:00-CME-001,,-35.0,65.0,40.0,1200.0,O,
488,2012-07-08T11:00:00-CME-001,,-45.0,85.0,20.0,850.0,C,
489,2012-07-08T15:24:00-CME-001,,20.0,-172.0,40.0,700.0,C,
490,2012-07-08T16:48:00-CME-001,,-50.0,90.0,30.0,1000.0,O,
491,2012-07-08T18:00:00-CME-001,,-13.0,60.0,25.0,685.0,C,
492,2012-07-08T19:12:00-CME-001,,-13.0,80.0,40.0,595.0,C,
493,2012-07-11T01:25:00-CME-001,,-12.0,-175.0,45.0,610.0,C,
494,2012-07-11T11:25:00-CME-001,,42.0,-11.0,20.0,540.0,C,
495,2012-07-11T19:09:00-CME-001,,34.0,76.0,45.0,440.0,S,
496,2012-07-12T16:54:00-CME-001,,-13.0,6.0,65.0,1300.0,O,
497,2012-07-17T14:24:00-CME-001,,-25.0,58.0,52.0,1200.0,O,
498,2012-07-18T06:24:00-CME-001,,5.0,168.0,50.0,950.0,C,
499,2012-07-19T05:36:00-CME-001,,-14.0,94.0,60.0,1550.0,O,
500,2012-07-23T02:36:00-CME-001,,5.0,130.0,65.0,2800.0,R,
501,2012-07-27T04:13:00-CME-001,,18.0,145.0,32.0,323.0,S,
502,2012-07-27T17:48:00-CME-001,,-24.0,-67.0,49.0,423.0,S,
504,2012-07-28T21:24:00-CME-001,,-20.0,-45.0,60.0,802.0,C,
505,2012-07-31T09:24:00-CME-001,,-24.0,65.0,22.0,380.0,S,
506,2012-07-31T11:25:00-CME-001,,34.0,-78.0,50.0,750.0,C,
507,2012-08-02T13:25:00-CME-001,,-32.0,106.0,39.0,540.0,C,
508,2012-08-02T13:54:00-CME-001,,-28.0,135.0,39.0,800.0,C,
509,2012-08-04T13:48:00-CME-001,,-18.0,-28.0,45.0,745.0,C,
510,2012-08-06T19:09:00-CME-001,,10.0,20.0,20.0,445.0,S,
511,2012-08-07T14:26:00-CME-001,,15.0,50.0,22.0,430.0,S,
512,2012-08-07T14:26:00-CME-002,,30.0,-80.0,16.0,230.0,S,
513,2012-08-08T05:39:00-CME-001,,6.0,35.0,19.0,580.0,C,
514,2012-08-10T12:10:00-CME-001,,-12.0,155.0,36.0,700.0,C,
515,2012-08-13T09:46:00-CME-001,,-12.0,95.0,25.0,550.0,C,
516,2012-08-13T13:39:00-CME-001,,40.0,-10.0,30.0,500.0,C,
517,2012-08-14T01:36:00-CME-001,,35.0,15.0,25.0,400.0,S,
518,2012-08-14T03:24:00-CME-001,,2.0,1.0,25.0,500.0,C,
519,2012-08-16T00:48:00-CME-001,,-46.0,-115.0,35.0,751.0,C,
520,2012-08-16T06:24:00-CME-001,,40.0,-22.0,30.0,350.0,S,
521,2012-08-18T01:30:00-CME-001,,50.0,20.0,30.0,544.0,C,
522,2012-08-19T00:00:00-CME-001,,55.0,-77.0,25.0,600.0,C,
523,2012-08-20T13:16:00-CME-001,,61.0,-129.0,20.0,230.0,S,
524,2012-08-20T21:28:00-CME-001,,3.0,-150.0,25.0,960.0,C,
525,2012-08-20T23:24:00-CME-001,,50.0,130.0,20.0,350.0,S,
526,2012-08-21T20:42:00-CME-001,,-7.0,-170.0,15.0,1100.0,O,
527,2012-08-22T10:24:00-CME-001,,15.0,60.0,27.0,511.0,C,
528,2012-08-24T08:24:00-CME-001,,28.0,-87.0,38.0,520.0,C,
529,2012-08-25T17:54:00-CME-001,,0.0,-145.0,38.0,950.0,C,
530,2012-08-29T09:24:00-CME-001,,-10.0,172.0,27.0,435.0,S,
531,2012-08-31T20:36:00-CME-001,,-15.0,-63.0,75.0,1498.0,O,
532,2012-09-02T03:09:00-CME-001,,10.0,3.0,30.0,730.0,C,
533,2012-09-02T10:09:00-CME-001,,20.0,18.0,25.0,350.0,S,
534,2012-09-07T02:24:00-CME-001,,-6.0,170.0,30.0,315.0,S,
535,2012-09-08T10:42:00-CME-001,,-18.0,124.0,62.0,840.0,C,
536,2012-09-13T07:42:00-CME-001,,35.0,5.0,26.0,415.0,S,
537,2012-09-15T08:12:00-CME-001,,-30.0,-110.0,28.0,560.0,C,
538,2012-09-16T14:12:00-CME-001,,32.0,153.0,28.0,456.0,S,
539,2012-09-17T02:00:00-CME-001,,33.0,81.0,24.0,312.0,S,
540,2012-09-17T13:25:00-CME-001,,34.0,-143.0,25.0,337.0,S,
541,2012-09-17T21:12:00-CME-001,,24.0,-68.0,44.0,480.0,S,
542,2012-09-18T19:12:00-CME-001,,19.0,172.0,54.0,343.0,S,
543,2012-09-19T11:39:00-CME-001,,-16.0,160.0,17.0,1000.0,O,
544,2012-09-19T12:54:00-CME-001,,30.0,-160.0,38.0,500.0,C,
545,2012-09-20T08:24:00-CME-001,,37.0,99.0,37.0,523.0,C,
546,2012-09-20T15:24:00-CME-001,,-28.0,-138.0,56.0,2319.0,R,
547,2012-09-21T06:12:00-CME-001,,12.0,150.0,28.0,1040.0,O,
548,2012-09-21T07:30:00-CME-001,,41.0,-150.0,37.0,790.0,C,
549,2012-09-22T03:24:00-CME-001,,0.0,-101.0,25.0,982.0,C,
550,2012-09-23T15:12:00-CME-001,,20.0,-96.0,58.0,1056.0,O,
551,2012-09-27T10:24:00-CME-001,,-20.0,170.0,64.0,1592.0,O,
552,2012-09-28T02:25:00-CME-001,,5.0,30.0,85.0,1160.0,O,
553,2012-09-28T10:54:00-CME-001,,-10.0,170.0,26.0,950.0,C,
554,2012-09-29T09:24:00-CME-001,,15.0,40.0,28.0,484.0,S,
555,2012-09-30T20:24:00-CME-001,,-30.0,-45.0,28.0,275.0,S,
556,2012-10-01T20:00:00-CME-001,,11.0,95.0,30.0,390.0,S,
557,2012-10-05T03:24:00-CME-001,,-28.0,10.0,47.0,650.0,C,
558,2012-10-06T14:24:00-CME-001,,-17.0,-121.0,26.0,430.0,S,
559,2012-10-06T21:36:00-CME-001,,49.0,-93.0,76.0,677.0,C,
560,2012-10-07T09:09:00-CME-001,,-38.0,20.0,35.0,850.0,C,
561,2012-10-08T08:48:00-CME-001,,-10.0,-54.0,30.0,516.0,C,
562,2012-10-08T23:24:00-CME-001,,-10.0,-88.0,25.0,630.0,C,
563,2012-10-14T00:48:00-CME-001,,4.0,-120.0,25.0,480.0,S,
564,2012-10-14T22:24:00-CME-001,,28.0,75.0,29.0,255.0,S,
565,2012-10-16T05:09:00-CME-001,,24.0,153.0,35.0,504.0,C,
567,2012-10-19T00:00:00-CME-001,,-40.0,96.0,35.0,500.0,C,
568,2012-10-19T08:12:00-CME-001,,-47.0,60.0,29.0,700.0,C,
569,2012-10-19T11:24:00-CME-001,,17.0,128.0,38.0,436.0,S,
570,2012-10-21T21:48:00-CME-001,,0.0,-92.0,25.0,380.0,S,
571,2012-10-26T10:00:00-CME-001,,-26.0,-80.0,48.0,700.0,C,
572,2012-10-27T16:25:00-CME-001,,10.0,-10.0,22.0,377.0,S,
573,2012-10-27T17:40:00-CME-001,,24.0,12.0,36.0,420.0,S,
574,2012-10-28T09:54:00-CME-001,,-12.0,85.0,45.0,496.0,S,
575,2012-10-31T10:12:00-CME-001,,20.0,130.0,16.0,310.0,S,
576,2012-10-31T19:54:00-CME-001,,13.0,105.0,40.0,580.0,C,
577,2012-11-03T01:55:00-CME-001,,38.0,179.0,30.0,317.0,S,
578,2012-11-03T05:36:00-CME-001,,32.0,82.0,35.0,430.0,S,
579,2012-11-03T06:00:00-CME-001,,-42.0,-165.0,35.0,500.0,C,
580,2012-11-07T03:36:00-CME-001,,30.0,143.0,30.0,366.0,S,
581,2012-11-08T02:48:00-CME-001,,25.0,-86.0,55.0,680.0,C,
582,2012-11-08T11:09:00-CME-001,,-17.0,176.0,70.0,1285.0,O,
583,2012-11-08T16:48:00-CME-001,,29.0,177.0,27.0,530.0,C,
584,2012-11-08T20:24:00-CME-001,,-10.0,132.0,27.0,752.0,C,
585,2012-11-09T01:25:00-CME-001,,-40.0,-123.0,23.0,617.0,C,
586,2012-11-09T15:24:00-CME-001,,-13.0,-11.0,27.0,570.0,C,
587,2012-11-10T05:39:00-CME-001,,-20.0,-16.0,20.0,900.0,C,
588,2012-11-10T14:48:00-CME-001,,-15.0,128.0,32.0,400.0,S,
589,2012-11-11T04:09:00-CME-001,,-35.0,87.0,31.0,650.0,C,
590,2012-11-13T00:50:00-CME-001,,-25.0,-46.0,25.0,556.0,C,
591,2012-11-13T06:12:00-CME-001,,-45.0,-70.0,25.0,834.0,C,
592,2012-11-14T03:12:00-CME-001,,-28.0,100.0,28.0,276.0,S,
593,2012-11-14T04:36:00-CME-001,,-23.0,-25.0,38.0,642.0,C,
594,2012-11-14T14:12:00-CME-001,,17.0,-96.0,39.0,392.0,S,
595,2012-11-16T01:25:00-CME-001,,-14.0,-96.0,47.0,643.0,C,
596,2012-11-16T07:24:00-CME-001,,-17.0,-110.0,52.0,707.0,C,
597,2012-11-18T21:24:00-CME-001,,-32.0,-124.0,35.0,496.0,S,
598,2012-11-20T12:09:00-CME-001,,5.0,90.0,30.0,725.0,C,
599,2012-11-21T04:24:00-CME-001,,10.0,169.0,26.0,730.0,C,
600,2012-11-21T09:07:00-CME-001,,19.0,-27.0,30.0,351.0,S,
601,2012-11-21T16:24:00-CME-001,,8.0,-12.0,45.0,850.0,C,
602,2012-11-22T00:36:00-CME-001,,34.0,140.0,20.0,530.0,C,
603,2012-11-22T10:00:00-CME-001,,-3.0,-43.0,35.0,500.0,C,
604,2012-11-23T09:54:00-CME-001,,-13.0,176.0,30.0,440.0,S,
605,2012-11-23T11:39:00-CME-001,,32.0,-112.0,45.0,342.0,S,
606,2012-11-23T13:54:00-CME-001,S22E15,-22.0,-15.0,42.0,610.0,C,
607,2012-11-23T23:25:00-CME-001,N30W138,30.0,138.0,50.0,975.0,C,
608,2012-11-26T21:54:00-CME-001,,68.0,64.0,30.0,272.0,S,
609,2012-11-27T02:48:00-CME-001,,43.0,-70.0,56.0,760.0,C,
610,2012-12-02T10:40:00-CME-001,,23.0,170.0,23.0,470.0,S,
611,2012-12-02T16:24:00-CME-001,,18.0,178.0,31.0,820.0,C,
612,2012-12-04T07:24:00-CME-001,,3.0,-79.0,25.0,315.0,S,
613,2012-12-05T00:48:00-CME-001,,1.0,-65.0,35.0,507.0,C,
614,2012-12-05T13:25:00-CME-001,,12.0,24.0,20.0,336.0,S,
615,2012-12-06T03:12:00-CME-001,,-20.0,66.0,30.0,470.0,S,
616,2012-12-06T21:54:00-CME-001,,29.0,22.0,27.0,659.0,C,
617,2012-12-07T10:00:00-CME-001,,21.0,76.0,55.0,734.0,C,
618,2012-12-10T15:15:00-CME-001,,8.0,-152.0,35.0,450.0,S,
619,2012-12-14T02:24:00-CME-001,S05W95,-5.0,95.0,45.0,900.0,C,
620,2012-12-14T05:24:00-CME-001,,-48.0,-45.0,39.0,558.0,C,
621,2012-12-15T01:48:00-CME-001,,-4.0,-132.0,30.0,700.0,C,
622,2012-12-20T15:09:00-CME-001,,12.0,-152.0,64.0,550.0,C,
623,2012-12-20T23:06:00-CME-001,,30.0,125.0,17.0,575.0,C,
624,2012-12-22T04:24:00-CME-001,,40.0,-102.0,23.0,400.0,S,
625,2012-12-22T09:48:00-CME-001,,-20.0,-95.0,12.0,410.0,S,
626,2012-12-27T22:09:00-CME-001,,15.0,153.0,27.0,418.0,S,
627,2012-12-28T00:25:00-CME-001,,20.0,-18.0,20.0,440.0,S,
628,2013-01-04T09:39:00-CME-001,,-8.0,30.0,25.0,360.0,S,
629,2013-01-04T14:24:00-CME-001,,-13.0,80.0,32.0,375.0,S,
630,2013-01-06T05:48:00-CME-001,,-10.0,135.0,40.0,520.0,C,
